 ******* Program HYDRUS
 ******* 
 PFOS                                                                    
 Date:   8.11.2022    Time:  15:44:14
 Units: L = cm   , T = days , M = µg   
 
 CosAlf,MaxIt,TolTh,  TolH
 0.000   11   0.001 1.00000
 
 TopInF,BotInF,AtmBC,SinkF,WLayer,qGWLF,FreeD,SeepF,lWat,lChem,lTemp,lRoot,lWDep
     F     F     F     F     F     F     F     F     F     T     F     F     F

Nodal point information

node      x         hOld    MatN LayN  Beta      Ah       AK      ATh     Temp    Conc(1...NS)         Sorb(1...NS)

   1      0.000   -100.000    1    1   0.000    1.000    1.000    1.000   20.00  0.3200E-01  0.5300E-02
   2     -2.105   -100.000    1    1   0.000    1.000    1.000    1.000   20.00  0.3200E-01  0.5300E-02
   3     -4.211   -100.000    1    1   0.000    1.000    1.000    1.000   20.00  0.3200E-01  0.5300E-02
   4     -6.316   -100.000    1    1   0.000    1.000    1.000    1.000   20.00  0.3200E-01  0.5300E-02
   5     -8.421   -100.000    1    1   0.000    1.000    1.000    1.000   20.00  0.3200E-01  0.5300E-02
   6    -10.526   -100.000    1    1   0.000    1.000    1.000    1.000   20.00  0.3200E-01  0.5300E-02
   7    -12.632   -100.000    1    1   0.000    1.000    1.000    1.000   20.00  0.3200E-01  0.5300E-02
   8    -14.737   -100.000    1    1   0.000    1.000    1.000    1.000   20.00  0.3200E-01  0.5300E-02
   9    -16.842   -100.000    1    1   0.000    1.000    1.000    1.000   20.00  0.3200E-01  0.5300E-02
  10    -18.947   -100.000    1    1   0.000    1.000    1.000    1.000   20.00  0.3200E-01  0.5300E-02
  11    -21.053   -100.000    1    1   0.000    1.000    1.000    1.000   20.00  0.3200E-01  0.5300E-02
  12    -23.158   -100.000    1    1   0.000    1.000    1.000    1.000   20.00  0.3200E-01  0.5300E-02
  13    -25.263   -100.000    1    1   0.000    1.000    1.000    1.000   20.00  0.3200E-01  0.5300E-02
  14    -27.368   -100.000    1    1   0.000    1.000    1.000    1.000   20.00  0.3200E-01  0.5300E-02
  15    -29.474   -100.000    1    1   0.000    1.000    1.000    1.000   20.00  0.3200E-01  0.5300E-02
  16    -31.579   -100.000    1    1   0.000    1.000    1.000    1.000   20.00  0.3200E-01  0.5300E-02
  17    -33.684   -100.000    1    1   0.000    1.000    1.000    1.000   20.00  0.3200E-01  0.5300E-02
  18    -35.789   -100.000    1    1   0.000    1.000    1.000    1.000   20.00  0.3200E-01  0.5300E-02
  19    -37.895   -100.000    1    1   0.000    1.000    1.000    1.000   20.00  0.3200E-01  0.5300E-02
  20    -40.000   -100.000    1    1   0.000    1.000    1.000    1.000   20.00  0.3200E-01  0.5300E-02
end

 Number of species in the chain :   1
  0.2038  -0.935E+00 -0.2903E-01  0.1214E-01  0.2003E-04 -0.4698E+01    0.0190  0.7266E-08
  0.2038  -0.937E+00 -0.2815E-01  0.1204E-01  0.1965E-04 -0.4707E+01    0.0189  0.7268E-08
  0.2038  -0.939E+00 -0.2727E-01  0.1195E-01  0.1928E-04 -0.4715E+01    0.0188  0.7271E-08
  0.2037  -0.941E+00 -0.2639E-01  0.1185E-01  0.1891E-04 -0.4723E+01    0.0187  0.7274E-08
  0.2037  -0.943E+00 -0.2551E-01  0.1176E-01  0.1855E-04 -0.4732E+01    0.0186  0.7277E-08
  0.2037  -0.945E+00 -0.2463E-01  0.1166E-01  0.1820E-04 -0.4740E+01    0.0185  0.7280E-08
  0.2037  -0.947E+00 -0.2375E-01  0.1157E-01  0.1785E-04 -0.4748E+01    0.0183  0.7282E-08
  0.2036  -0.949E+00 -0.2287E-01  0.1148E-01  0.1751E-04 -0.4757E+01    0.0182  0.7285E-08
  0.2036  -0.951E+00 -0.2199E-01  0.1138E-01  0.1718E-04 -0.4765E+01    0.0181  0.7288E-08
  0.2036  -0.953E+00 -0.2111E-01  0.1129E-01  0.1685E-04 -0.4773E+01    0.0180  0.7290E-08
  0.2036  -0.954E+00 -0.2023E-01  0.1120E-01  0.1653E-04 -0.4782E+01    0.0179  0.7293E-08
  0.2036  -0.956E+00 -0.1935E-01  0.1111E-01  0.1622E-04 -0.4790E+01    0.0178  0.7296E-08
  0.2035  -0.958E+00 -0.1847E-01  0.1102E-01  0.1591E-04 -0.4798E+01    0.0177  0.7298E-08
  0.2035  -0.960E+00 -0.1759E-01  0.1094E-01  0.1561E-04 -0.4807E+01    0.0176  0.7301E-08
  0.2035  -0.962E+00 -0.1671E-01  0.1085E-01  0.1531E-04 -0.4815E+01    0.0175  0.7304E-08
  0.2035  -0.964E+00 -0.1583E-01  0.1076E-01  0.1502E-04 -0.4823E+01    0.0174  0.7306E-08
  0.2035  -0.966E+00 -0.1495E-01  0.1067E-01  0.1474E-04 -0.4832E+01    0.0173  0.7309E-08
  0.2034  -0.968E+00 -0.1407E-01  0.1059E-01  0.1446E-04 -0.4840E+01    0.0172  0.7312E-08
  0.2034  -0.970E+00 -0.1319E-01  0.1050E-01  0.1418E-04 -0.4848E+01    0.0171  0.7314E-08
  0.2034  -0.972E+00 -0.1231E-01  0.1042E-01  0.1391E-04 -0.4857E+01    0.0170  0.7317E-08
  0.2034  -0.974E+00 -0.1143E-01  0.1034E-01  0.1365E-04 -0.4865E+01    0.0169  0.7319E-08
  0.2034  -0.976E+00 -0.1055E-01  0.1025E-01  0.1339E-04 -0.4873E+01    0.0168  0.7322E-08
  0.2033  -0.978E+00 -0.9665E-02  0.1017E-01  0.1314E-04 -0.4882E+01    0.0167  0.7324E-08
  0.2033  -0.980E+00 -0.8785E-02  0.1009E-01  0.1289E-04 -0.4890E+01    0.0165  0.7327E-08
  0.2033  -0.982E+00 -0.7904E-02  0.1001E-01  0.1264E-04 -0.4898E+01    0.0165  0.7329E-08
  0.2033  -0.984E+00 -0.7024E-02  0.9929E-02  0.1240E-04 -0.4907E+01    0.0164  0.7332E-08
  0.2033  -0.986E+00 -0.6144E-02  0.9849E-02  0.1216E-04 -0.4915E+01    0.0163  0.7334E-08
  0.2032  -0.988E+00 -0.5263E-02  0.9770E-02  0.1193E-04 -0.4923E+01    0.0162  0.7337E-08
  0.2032  -0.990E+00 -0.4383E-02  0.9692E-02  0.1171E-04 -0.4932E+01    0.0161  0.7339E-08
  0.2032  -0.992E+00 -0.3503E-02  0.9614E-02  0.1148E-04 -0.4940E+01    0.0160  0.7341E-08
  0.2032  -0.994E+00 -0.2623E-02  0.9537E-02  0.1127E-04 -0.4948E+01    0.0159  0.7344E-08
  0.2032  -0.996E+00 -0.1742E-02  0.9461E-02  0.1105E-04 -0.4957E+01    0.0158  0.7346E-08
  0.2031  -0.998E+00 -0.8620E-03  0.9385E-02  0.1084E-04 -0.4965E+01    0.0157  0.7349E-08
  0.2031  -0.100E+01  0.1838E-04  0.9310E-02  0.1064E-04 -0.4973E+01    0.0156  0.7351E-08
  0.2031  -0.100E+01  0.8987E-03  0.9235E-02  0.1043E-04 -0.4982E+01    0.0155  0.7353E-08
  0.2031  -0.100E+01  0.1779E-02  0.9161E-02  0.1024E-04 -0.4990E+01    0.0154  0.7356E-08
  0.2031  -0.101E+01  0.2659E-02  0.9087E-02  0.1004E-04 -0.4998E+01    0.0153  0.7358E-08
  0.2030  -0.101E+01  0.3540E-02  0.9015E-02  0.9850E-05 -0.5007E+01    0.0152  0.7360E-08
  0.2030  -0.101E+01  0.4420E-02  0.8942E-02  0.9663E-05 -0.5015E+01    0.0151  0.7362E-08
  0.2030  -0.101E+01  0.5300E-02  0.8871E-02  0.9479E-05 -0.5023E+01    0.0150  0.7365E-08
  0.2030  -0.101E+01  0.6181E-02  0.8799E-02  0.9299E-05 -0.5032E+01    0.0149  0.7367E-08
  0.2030  -0.102E+01  0.7061E-02  0.8729E-02  0.9122E-05 -0.5040E+01    0.0148  0.7369E-08
  0.2030  -0.102E+01  0.7941E-02  0.8659E-02  0.8949E-05 -0.5048E+01    0.0148  0.7372E-08
  0.2029  -0.102E+01  0.8821E-02  0.8589E-02  0.8779E-05 -0.5057E+01    0.0147  0.7374E-08
  0.2029  -0.102E+01  0.9702E-02  0.8520E-02  0.8612E-05 -0.5065E+01    0.0146  0.7376E-08
  0.2029  -0.102E+01  0.1058E-01  0.8452E-02  0.8448E-05 -0.5073E+01    0.0145  0.7378E-08
  0.2029  -0.103E+01  0.1146E-01  0.8384E-02  0.8287E-05 -0.5082E+01    0.0144  0.7380E-08
  0.2029  -0.103E+01  0.1234E-01  0.8317E-02  0.8130E-05 -0.5090E+01    0.0143  0.7382E-08
  0.2028  -0.103E+01  0.1322E-01  0.8250E-02  0.7975E-05 -0.5098E+01    0.0142  0.7385E-08
  0.2028  -0.103E+01  0.1410E-01  0.8184E-02  0.7824E-05 -0.5107E+01    0.0141  0.7387E-08
  0.2028  -0.104E+01  0.1498E-01  0.8118E-02  0.7675E-05 -0.5115E+01    0.0141  0.7389E-08
  0.2028  -0.104E+01  0.1586E-01  0.8053E-02  0.7529E-05 -0.5123E+01    0.0140  0.7391E-08
  0.2028  -0.104E+01  0.1674E-01  0.7988E-02  0.7386E-05 -0.5132E+01    0.0139  0.7393E-08
  0.2028  -0.104E+01  0.1762E-01  0.7924E-02  0.7245E-05 -0.5140E+01    0.0138  0.7395E-08
  0.2027  -0.104E+01  0.1850E-01  0.7861E-02  0.7108E-05 -0.5148E+01    0.0137  0.7397E-08
  0.2027  -0.105E+01  0.1939E-01  0.7797E-02  0.6972E-05 -0.5157E+01    0.0136  0.7399E-08
  0.2027  -0.105E+01  0.2027E-01  0.7735E-02  0.6840E-05 -0.5165E+01    0.0136  0.7401E-08
  0.2027  -0.105E+01  0.2115E-01  0.7673E-02  0.6710E-05 -0.5173E+01    0.0135  0.7404E-08
  0.2027  -0.105E+01  0.2203E-01  0.7611E-02  0.6582E-05 -0.5182E+01    0.0134  0.7406E-08
  0.2027  -0.105E+01  0.2291E-01  0.7550E-02  0.6457E-05 -0.5190E+01    0.0133  0.7408E-08
  0.2026  -0.106E+01  0.2379E-01  0.7489E-02  0.6334E-05 -0.5198E+01    0.0132  0.7410E-08
  0.2026  -0.106E+01  0.2467E-01  0.7429E-02  0.6214E-05 -0.5207E+01    0.0131  0.7412E-08
  0.2026  -0.106E+01  0.2555E-01  0.7370E-02  0.6095E-05 -0.5215E+01    0.0131  0.7414E-08
  0.2026  -0.106E+01  0.2643E-01  0.7310E-02  0.5980E-05 -0.5223E+01    0.0130  0.7416E-08
  0.2026  -0.106E+01  0.2731E-01  0.7252E-02  0.5866E-05 -0.5232E+01    0.0129  0.7418E-08
  0.2026  -0.107E+01  0.2819E-01  0.7193E-02  0.5754E-05 -0.5240E+01    0.0128  0.7419E-08
  0.2026  -0.107E+01  0.2907E-01  0.7136E-02  0.5645E-05 -0.5248E+01    0.0128  0.7421E-08
  0.2025  -0.107E+01  0.2995E-01  0.7078E-02  0.5537E-05 -0.5257E+01    0.0127  0.7423E-08
  0.2025  -0.107E+01  0.3083E-01  0.7021E-02  0.5432E-05 -0.5265E+01    0.0126  0.7425E-08
  0.2025  -0.108E+01  0.3171E-01  0.6965E-02  0.5329E-05 -0.5273E+01    0.0125  0.7427E-08
  0.2025  -0.108E+01  0.3259E-01  0.6909E-02  0.5227E-05 -0.5282E+01    0.0124  0.7429E-08
  0.2025  -0.108E+01  0.3347E-01  0.6854E-02  0.5128E-05 -0.5290E+01    0.0124  0.7431E-08
  0.2025  -0.108E+01  0.3435E-01  0.6798E-02  0.5030E-05 -0.5298E+01    0.0123  0.7433E-08
  0.2024  -0.108E+01  0.3523E-01  0.6744E-02  0.4935E-05 -0.5307E+01    0.0122  0.7435E-08
  0.2024  -0.109E+01  0.3611E-01  0.6690E-02  0.4841E-05 -0.5315E+01    0.0121  0.7437E-08
  0.2024  -0.109E+01  0.3699E-01  0.6636E-02  0.4749E-05 -0.5323E+01    0.0121  0.7438E-08
  0.2024  -0.109E+01  0.3787E-01  0.6583E-02  0.4658E-05 -0.5332E+01    0.0120  0.7440E-08
  0.2024  -0.109E+01  0.3875E-01  0.6530E-02  0.4570E-05 -0.5340E+01    0.0119  0.7442E-08
  0.2024  -0.110E+01  0.3963E-01  0.6477E-02  0.4483E-05 -0.5348E+01    0.0119  0.7444E-08
  0.2024  -0.110E+01  0.4051E-01  0.6425E-02  0.4398E-05 -0.5357E+01    0.0118  0.7446E-08
  0.2023  -0.110E+01  0.4139E-01  0.6373E-02  0.4314E-05 -0.5365E+01    0.0117  0.7447E-08
end


 Solute transport information
 ============================

 Galerkin finite-element method


 lTDep     lWDep     cTolA     cTolR   MaxItC
  F        0    0.100E-02    0.0100     20


 Mat.     Bulk.D.    DispL    Fraction  Immobile WC
  1       1.5800    9.0000    0.5000    0.0000

    Dif.w.      Dif.g.   -------------------------------------------------- ( 1.solute)
  0.0000E+00  0.0000E+00
 Mat.     KS         Nu         Beta      Henry  SinkL1     SinkS1     SinkG1     SinkL1`    SinkS1`    SinkG1`  SinkL0     SinkS0     SinkG0      Alfa
   1 0.4500E+01 0.0000E+00 0.9800E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.5000E-02

 Freundlich nonlinear adsorption isotherm for material  1

 Chemical non-equilibrium solute transport with kinetic and equilibrium sorption sites.

 kTopCh      cTop(1...NS)
   1        0.000E+00

 kBotCh      cBot(1...NS)
   0        0.000E+00

 tPulse =           200.000
